age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39,3,208778,9,2,6,5,4,0,0,0,40,39,>50K
62,3,81534,10,2,12,0,1,1,0,0,40,39,>50K
37,3,325538,9,4,3,3,4,1,0,0,60,0,<=50K
28,3,142264,5,4,6,1,4,1,0,0,50,6,<=50K
23,3,128604,9,4,12,3,1,1,0,0,48,35,<=50K
39,3,277886,13,2,12,5,4,0,0,0,30,39,<=50K
50,4,100029,13,6,12,4,4,1,0,0,65,39,>50K
31,3,169269,4,4,2,4,4,1,0,0,40,39,<=50K
45,2,160472,13,2,3,0,4,1,0,1977,50,39,>50K
23,0,123983,13,4,8,3,3,1,0,0,40,39,<=50K
47,3,297884,6,6,6,1,4,1,0,0,40,39,<=50K
59,3,99131,9,6,10,1,4,0,0,0,18,39,<=50K
32,3,44392,12,2,5,0,4,1,0,0,40,39,<=50K
49,3,199029,13,2,12,0,4,1,0,2415,55,39,>50K
74,1,181508,9,6,7,1,4,1,0,0,17,39,<=50K
22,3,190625,10,4,0,3,4,1,0,0,35,39,<=50K
32,3,194740,10,2,2,0,4,1,0,0,55,12,<=50K
34,3,27380,13,2,4,0,4,1,0,0,50,39,>50K
59,3,160631,13,2,2,0,4,1,0,0,60,39,>50K
36,3,224531,13,2,12,0,4,1,0,0,50,39,>50K
59,3,283005,7,0,0,4,4,0,0,0,40,39,<=50K
47,4,101926,13,0,3,1,4,1,0,0,70,39,>50K
53,2,135102,9,2,7,0,4,1,0,2002,45,39,<=50K
25,5,113436,10,4,2,4,4,1,0,0,35,39,<=50K
44,3,248973,13,0,0,1,2,1,0,0,65,39,<=50K
57,5,225334,15,2,12,5,4,0,15024,0,35,39,>50K
42,5,157562,13,2,4,0,4,1,0,1902,80,39,>50K
58,2,310085,6,2,14,0,4,1,0,0,40,39,<=50K
39,3,129597,13,2,12,0,4,1,3464,0,40,39,<=50K
32,0,53042,9,4,8,3,2,1,0,0,40,39,<=50K
45,3,204205,4,0,6,1,4,1,0,0,48,39,<=50K
47,3,169324,13,2,3,5,2,0,0,0,35,39,>50K
52,0,134447,10,2,8,0,4,1,0,0,50,39,<=50K
52,3,141301,9,0,6,1,4,0,0,0,40,39,<=50K
34,3,235124,9,4,7,4,2,0,0,0,35,39,<=50K
36,5,367020,4,2,2,0,4,1,0,0,35,39,<=50K
41,3,149102,9,3,2,1,4,1,0,0,40,31,<=50K
30,3,423770,10,4,10,3,4,1,0,0,40,26,<=50K
44,3,211759,13,2,3,0,3,1,0,0,40,33,<=50K
17,0,110998,10,4,8,3,1,0,0,0,40,30,<=50K
34,3,56883,10,4,7,4,4,0,0,0,40,39,<=50K
41,3,223062,10,5,7,1,2,1,0,0,40,39,<=50K
29,3,406662,9,4,5,1,4,1,0,0,40,39,<=50K
25,3,206600,5,4,6,2,4,1,0,0,48,26,<=50K
42,2,147510,13,5,10,4,4,1,0,0,40,39,<=50K
48,3,235646,10,2,12,0,4,1,3103,0,40,39,>50K
26,3,187577,11,4,12,1,4,1,0,0,55,39,<=50K
64,4,132832,9,2,0,5,4,0,20051,0,40,0,>50K
46,4,278322,13,2,12,0,4,1,0,0,45,39,<=50K
38,3,278924,13,2,3,0,4,1,0,1887,50,39,>50K
49,6,203039,7,2,0,0,4,1,0,0,40,39,<=50K
23,3,145651,10,4,12,3,2,0,0,0,20,39,<=50K
46,2,144531,13,4,10,1,4,0,0,0,40,39,>50K
30,3,91145,9,4,5,4,4,1,0,0,55,39,<=50K
49,5,211762,9,2,2,0,4,1,0,0,40,39,>50K
47,0,111563,11,0,8,1,4,1,0,0,40,39,<=50K
44,3,180985,13,2,10,0,4,1,0,0,50,0,>50K
31,3,207537,9,0,2,3,4,1,0,1669,50,39,<=50K
19,3,417657,9,4,5,3,4,1,0,0,50,39,<=50K
45,3,189890,12,0,10,4,4,0,5455,0,38,39,<=50K
34,3,223212,13,2,10,0,4,1,0,1848,40,29,>50K
26,3,108658,9,4,2,1,4,1,0,0,40,39,<=50K
38,5,190023,9,2,14,0,4,1,0,0,40,39,>50K
31,3,222130,10,4,0,1,4,0,0,0,43,39,<=50K
36,4,164866,12,5,3,1,4,1,0,0,50,39,<=50K
31,3,170983,13,2,3,0,4,1,0,0,60,39,>50K
30,3,186269,13,2,13,0,4,1,0,0,40,39,<=50K
37,3,286026,9,2,10,0,4,1,0,0,40,39,>50K
30,3,403433,13,4,10,1,2,1,0,0,50,39,>50K
21,0,224209,9,2,8,5,2,0,0,0,30,39,<=50K
73,3,123160,6,6,7,1,4,0,0,0,10,39,<=50K
38,1,99527,14,2,3,0,4,1,0,0,40,39,>50K
30,3,123178,6,4,2,1,4,1,0,0,50,39,<=50K
33,3,231043,9,2,2,0,4,1,0,0,50,39,>50K
52,2,317733,13,2,10,0,4,1,7688,0,40,39,>50K
58,3,241056,10,0,0,4,4,0,0,0,46,39,<=50K
34,2,220066,14,4,10,1,4,0,0,0,50,39,<=50K
35,3,180342,9,2,2,0,4,1,0,0,40,39,<=50K
59,1,31840,9,2,2,0,4,1,0,0,40,39,>50K
45,3,183168,13,0,3,4,4,0,0,0,40,39,<=50K
27,3,386036,10,4,14,1,4,1,0,0,48,39,<=50K
31,2,446358,16,4,10,1,4,1,0,0,50,26,>50K
45,3,28035,10,4,4,2,4,1,0,0,50,39,<=50K
40,3,282155,9,5,7,2,4,0,0,0,25,39,<=50K
27,3,192384,15,2,0,0,4,1,0,0,40,39,<=50K
19,3,383637,9,4,7,3,4,1,0,0,20,39,<=50K
34,4,80249,10,2,4,0,4,1,0,0,72,39,<=50K
32,6,159537,12,2,2,0,4,1,0,0,40,39,<=50K
49,3,240859,7,2,2,0,4,1,0,0,40,5,<=50K
33,3,83446,7,0,3,4,4,0,0,0,40,39,>50K
74,0,29866,4,2,8,0,4,1,0,0,2,39,<=50K
62,3,185503,13,2,10,0,4,1,0,0,50,39,>50K
39,5,68781,9,2,3,0,4,1,0,0,40,39,<=50K
43,3,220589,9,0,3,4,4,0,0,0,40,39,<=50K
22,3,51136,10,4,13,1,4,0,0,0,60,39,<=50K
24,3,54560,9,2,14,0,4,1,0,0,45,39,<=50K
25,3,201413,10,4,7,4,2,0,0,0,40,39,<=50K
19,3,40425,10,4,12,1,4,0,0,0,28,39,<=50K
31,3,189461,12,0,0,4,4,0,0,0,41,39,<=50K
53,3,200576,7,0,2,2,4,0,0,0,40,39,<=50K
61,3,92691,9,2,0,0,4,1,0,0,3,39,<=50K
47,3,664821,13,2,7,0,4,1,0,0,40,8,<=50K
37,3,175130,9,0,0,4,4,0,0,0,45,39,<=50K
50,5,391016,13,0,3,1,4,1,0,0,30,39,<=50K
27,3,249315,10,4,12,1,4,1,0,0,44,39,<=50K
58,3,111169,9,0,0,1,4,0,0,0,40,39,<=50K
43,3,334946,9,2,5,0,2,1,0,0,40,39,<=50K
39,3,352248,12,2,0,0,4,1,0,0,40,39,<=50K
36,3,173804,10,4,12,1,4,0,0,0,35,39,<=50K
56,3,155449,13,2,10,0,4,1,0,0,50,39,<=50K
26,3,73689,9,2,4,0,4,1,0,0,55,39,<=50K
23,3,227594,13,4,10,3,4,0,0,0,38,39,<=50K
47,3,161676,7,4,14,1,2,1,0,0,40,39,<=50K
68,3,75913,8,6,12,1,4,0,0,0,30,39,<=50K
47,2,242552,10,4,11,1,2,1,0,0,40,39,<=50K
45,1,352094,10,2,13,0,4,1,7688,0,40,13,>50K
26,3,159732,10,2,3,0,4,1,0,0,60,39,<=50K
20,3,131230,9,4,6,3,4,1,0,1590,40,39,<=50K
46,3,180695,10,4,0,3,4,0,0,0,40,39,<=50K
37,3,189922,12,2,13,0,4,1,0,0,50,39,>50K
37,3,409189,10,2,2,0,4,1,0,0,45,39,<=50K
43,3,111252,10,2,14,0,4,1,0,0,42,39,<=50K
59,3,294395,14,6,10,1,4,0,0,0,40,39,<=50K
39,3,172718,9,0,0,4,4,0,0,0,40,39,<=50K
32,3,43403,10,0,4,1,4,0,0,1590,54,39,<=50K
63,3,111963,10,2,10,0,4,1,0,0,16,39,<=50K
45,3,247869,13,2,10,0,4,1,0,0,60,39,>50K
59,3,114032,13,0,0,4,4,0,0,0,40,39,<=50K
36,0,356838,8,4,8,1,4,1,0,0,35,39,<=50K
26,3,179633,9,4,13,2,4,1,0,0,40,39,<=50K
34,3,19847,9,0,0,4,4,0,0,0,40,39,<=50K
41,3,231689,9,2,2,0,4,1,0,0,40,39,>50K
26,3,209942,9,4,5,3,2,1,0,0,40,39,<=50K
53,3,197492,9,0,6,1,4,0,0,0,40,39,<=50K
33,3,262439,9,2,0,5,4,0,0,0,35,39,>50K
46,3,283037,13,2,3,0,4,1,0,0,50,39,>50K
31,3,83446,9,6,2,4,4,0,0,0,40,39,<=50K
24,3,215443,9,5,7,1,4,1,0,0,40,39,<=50K
57,2,268252,9,0,0,4,4,0,0,0,62,39,<=50K
40,3,181015,9,5,7,4,4,0,0,0,47,39,<=50K
41,4,139916,11,2,12,0,3,1,0,2179,84,26,<=50K
20,3,195770,10,4,0,3,4,1,0,0,26,39,<=50K
45,3,125194,7,4,6,1,2,0,0,0,40,39,<=50K
27,3,58654,11,5,0,4,4,0,0,0,40,39,<=50K
30,3,116508,9,2,2,0,4,1,0,0,40,11,<=50K
36,3,166988,13,2,10,5,4,0,0,0,40,39,>50K
25,3,374163,9,3,4,1,3,1,0,0,40,26,<=50K
30,0,96851,10,4,8,1,4,0,0,1719,25,39,<=50K
31,3,196788,9,2,0,5,4,0,0,0,40,39,<=50K
49,3,186172,9,2,2,0,4,1,7688,0,45,39,>50K
26,3,245628,7,4,5,4,4,1,0,0,20,39,<=50K
25,3,159732,13,4,10,1,4,1,0,0,40,39,<=50K
29,3,129856,11,4,0,3,4,0,0,0,40,39,<=50K
24,3,182812,10,4,0,3,4,0,3325,0,52,6,<=50K
41,3,314322,9,2,0,0,4,1,0,0,40,39,>50K
35,3,102976,14,4,3,1,4,1,0,0,40,39,>50K
57,4,42959,13,2,12,5,4,0,0,0,40,39,>50K
21,3,256356,7,4,9,2,4,0,0,0,40,26,<=50K
29,3,136277,6,4,7,3,2,0,0,0,32,39,<=50K
36,3,284616,10,2,3,0,4,1,0,0,40,39,<=50K
20,3,185554,10,4,0,3,4,0,0,0,25,39,<=50K
51,3,138847,13,2,3,0,4,1,0,0,40,39,>50K
39,3,33487,7,2,6,0,4,1,0,0,40,39,<=50K
36,3,84306,13,2,3,0,4,1,5013,0,50,39,<=50K
40,5,223881,15,2,10,0,4,1,99999,0,70,39,>50K
61,3,149653,9,2,3,0,4,1,0,0,50,39,<=50K
38,3,348739,15,2,10,0,4,1,0,0,60,39,<=50K
20,0,235442,10,4,8,3,4,1,0,0,35,39,<=50K
21,3,34506,9,5,7,3,4,0,0,0,35,39,<=50K
40,3,346964,9,0,13,4,4,0,0,0,40,39,<=50K
46,3,192208,6,2,2,0,4,1,0,0,45,39,<=50K
21,3,305874,10,2,2,0,4,1,0,0,54,39,<=50K
35,5,462890,6,2,14,0,2,1,0,0,50,39,<=50K
39,3,89508,13,2,12,0,4,1,0,0,40,39,<=50K
38,5,200153,9,2,2,0,4,1,0,0,60,39,<=50K
30,3,179446,9,5,0,4,4,0,0,0,40,39,<=50K
28,3,208965,5,4,6,4,3,1,0,0,40,26,<=50K
32,3,40142,13,2,3,0,4,1,0,0,40,39,>50K
46,5,57452,11,2,2,0,4,1,0,0,40,39,>50K
40,3,327573,11,2,2,0,4,1,0,0,40,39,<=50K
47,3,151267,9,2,6,5,2,0,15024,0,40,39,>50K
44,3,265266,6,2,14,0,4,1,0,0,40,39,<=50K
38,3,203836,9,2,12,0,4,1,3464,0,40,4,<=50K
51,0,163998,9,3,8,1,4,1,0,0,20,39,>50K
46,5,28281,13,2,4,0,4,1,0,0,40,39,>50K
51,3,293196,16,2,10,0,4,1,15024,0,60,20,>50K
45,3,214627,16,6,10,4,4,1,15020,0,40,20,>50K
20,3,368852,10,4,7,3,4,0,0,0,20,39,<=50K
44,3,353396,13,2,10,0,4,1,0,0,45,39,<=50K
33,3,161745,11,2,4,0,4,1,0,0,45,39,<=50K
18,3,97963,9,4,7,3,4,0,0,0,30,39,<=50K
61,4,156542,15,5,10,1,4,1,0,0,40,39,>50K
50,6,198103,13,4,3,1,4,0,0,0,40,39,<=50K
47,1,55377,9,4,6,3,2,1,0,0,40,39,<=50K
34,3,173730,13,2,3,0,4,1,0,0,50,39,>50K
53,3,374588,9,2,14,0,2,1,0,0,60,39,<=50K
39,5,174330,10,2,2,0,4,1,0,0,40,39,<=50K
58,3,78141,9,2,2,0,4,1,0,0,40,39,>50K
66,0,190324,9,2,8,0,2,1,0,0,18,39,<=50K
26,3,31350,7,4,4,1,4,1,0,0,50,39,<=50K
47,2,134671,10,2,3,0,4,1,0,0,40,39,<=50K
31,3,197023,11,2,6,0,0,1,0,0,40,39,<=50K
52,3,117674,10,2,3,0,4,1,0,0,40,39,>50K
29,3,169815,12,2,12,0,4,1,0,0,50,39,>50K
43,3,598606,5,5,5,4,2,0,0,0,50,39,<=50K
42,1,122861,14,2,3,0,4,1,0,0,40,39,>50K
35,3,166235,10,4,6,1,2,0,0,0,30,39,<=50K
41,3,187821,9,2,6,0,4,1,2885,0,40,39,<=50K
34,3,340940,13,2,12,0,4,1,7298,0,60,39,>50K
52,5,194791,10,2,2,0,4,1,0,0,40,39,<=50K
61,3,231323,10,2,2,0,4,1,0,0,40,39,<=50K
39,2,305597,9,5,3,4,4,1,0,0,40,39,<=50K
19,3,25429,10,4,12,1,4,0,0,0,25,39,<=50K
46,6,192779,13,2,3,0,4,1,7688,0,40,39,>50K
39,3,346478,10,4,3,1,4,1,0,0,45,39,<=50K
22,3,341368,10,4,7,1,4,1,0,0,50,39,<=50K
30,6,295612,9,5,0,1,4,0,0,0,40,39,<=50K
40,3,168936,11,0,7,1,4,0,0,0,32,39,<=50K
43,3,218558,13,3,10,1,4,1,3325,0,40,39,<=50K
23,3,308205,12,4,7,3,4,1,0,0,20,39,<=50K
39,2,357173,12,0,10,1,4,1,0,0,59,39,<=50K
54,3,457237,14,2,12,0,4,1,0,0,40,39,<=50K
46,4,284799,10,2,12,0,4,1,0,0,60,39,<=50K
20,3,179423,10,4,14,3,4,0,0,0,40,39,<=50K
50,5,363405,13,2,13,5,4,0,0,0,50,39,>50K
17,3,139183,6,4,12,3,4,0,0,0,15,39,<=50K
36,3,203482,9,2,6,0,4,1,0,0,40,39,<=50K
37,3,112554,9,2,12,0,4,1,0,0,45,39,<=50K
53,3,99476,9,0,7,1,4,0,0,0,38,39,<=50K
50,3,93690,9,2,14,0,4,1,0,0,40,39,>50K
38,3,220585,9,2,2,0,4,1,0,0,40,39,<=50K
63,5,194638,9,2,2,0,4,1,0,0,32,39,<=50K
53,3,154785,9,2,2,0,4,1,0,0,50,39,>50K
40,0,162108,13,0,8,1,4,0,0,0,50,39,<=50K
23,4,214542,10,4,10,1,4,1,0,0,50,39,<=50K
20,3,161922,9,4,5,1,4,1,0,0,43,39,<=50K
46,3,207940,10,2,2,0,2,1,0,0,40,39,>50K
28,3,259351,6,4,7,2,0,1,0,0,40,26,<=50K
59,3,208395,14,0,10,1,4,1,0,0,50,39,<=50K
41,3,116391,13,2,3,0,4,1,0,0,40,39,>50K
56,3,174351,8,2,2,0,4,1,0,0,40,22,<=50K
50,5,44368,9,2,12,0,4,1,15024,0,55,8,>50K
31,2,188798,13,4,3,1,4,0,0,0,50,39,<=50K
41,3,50122,11,0,12,3,4,1,0,0,50,39,<=50K
38,3,111398,13,2,10,5,4,0,7688,0,40,39,>50K
25,6,152035,12,4,0,3,4,0,0,0,40,39,<=50K
18,0,139003,9,4,8,2,3,0,0,0,12,39,<=50K
49,2,249289,13,0,10,4,2,0,0,0,40,39,<=50K
39,3,257726,10,4,6,3,4,1,0,0,40,39,<=50K
22,0,113175,10,4,8,3,4,0,0,0,20,39,<=50K
21,3,151158,10,4,10,3,4,0,0,0,25,39,<=50K
35,3,465326,13,2,12,0,4,1,0,0,40,39,<=50K
21,0,356772,9,4,8,4,4,0,0,0,40,39,<=50K
38,3,364782,9,2,2,0,4,1,0,0,40,39,>50K
55,3,198385,4,6,7,4,4,0,0,0,20,0,<=50K
31,3,329301,9,0,14,1,4,1,0,0,55,39,<=50K
17,4,254859,7,4,10,3,4,1,0,0,20,39,<=50K
31,3,203488,13,2,0,0,4,1,7298,0,50,39,>50K
25,2,222800,13,4,10,1,4,1,0,0,40,39,<=50K
39,3,96452,14,2,3,0,4,1,0,0,55,39,>50K
50,3,170050,4,2,6,0,4,1,0,0,40,39,<=50K
38,2,116580,13,2,10,5,4,0,0,0,20,39,>50K
50,3,400004,10,2,12,0,4,1,0,0,60,39,<=50K
63,3,183608,6,2,3,0,4,1,0,0,40,39,<=50K
31,3,194055,9,2,14,0,4,1,0,0,50,39,<=50K
23,3,210443,13,4,10,3,4,0,0,0,40,39,<=50K
18,3,43272,10,4,7,3,4,1,0,0,20,39,<=50K
43,2,108945,13,0,10,4,4,0,0,0,48,39,<=50K
34,3,114691,10,2,3,0,4,1,0,0,50,39,>50K
18,3,304169,7,4,12,3,4,1,0,0,35,39,<=50K
46,3,503923,9,2,6,0,2,1,4386,0,40,39,>50K
35,3,340428,13,4,12,4,4,0,0,0,40,39,>50K
46,6,106705,14,4,3,1,4,0,0,0,38,39,<=50K
59,3,146391,11,2,13,0,4,1,7298,0,40,39,>50K
31,3,235389,4,4,5,1,4,0,0,0,30,32,<=50K
27,3,39665,9,0,12,4,4,0,0,0,37,39,<=50K
41,3,113823,14,2,10,0,4,1,0,0,40,9,<=50K
42,3,217826,9,4,2,3,2,1,0,0,40,0,<=50K
55,3,349304,13,2,3,0,4,1,0,0,40,39,>50K
34,0,197688,9,4,8,1,2,0,0,0,40,39,<=50K
44,3,54507,9,4,6,1,4,0,0,0,40,39,<=50K
26,3,117833,13,4,3,1,4,0,0,1669,50,39,<=50K
36,3,163396,11,2,10,5,4,0,0,0,40,39,>50K
69,3,88566,5,2,7,0,4,1,1424,0,35,39,<=50K
33,3,323619,10,4,0,4,4,0,0,0,40,39,<=50K
30,3,75755,11,2,10,0,4,1,0,0,40,39,<=50K
35,3,148903,9,2,7,5,4,0,0,0,16,39,>50K
25,3,40915,13,4,3,1,4,0,0,0,40,39,>50K
21,3,182606,10,4,7,3,2,1,0,0,40,0,<=50K
18,3,131033,7,4,7,2,2,1,0,0,15,39,<=50K
35,5,168475,10,2,2,0,4,1,0,0,60,39,>50K
20,3,121568,9,2,5,0,4,1,0,0,50,39,<=50K
26,3,139098,14,2,10,0,4,1,5013,0,40,39,<=50K
46,3,357338,13,2,13,0,4,1,0,0,40,39,<=50K
31,3,283268,13,4,10,4,4,0,0,0,36,39,<=50K
40,3,572751,15,2,2,0,4,1,5178,0,40,26,>50K
40,3,315321,9,0,3,4,4,0,0,625,52,39,<=50K
31,3,120461,13,4,3,1,4,0,0,0,40,39,<=50K
32,5,65278,16,2,3,0,4,1,0,0,40,39,<=50K
23,5,208503,10,0,0,3,4,1,0,0,40,39,<=50K
25,2,112835,14,4,11,1,4,1,0,0,40,39,<=50K
37,3,265038,10,2,14,0,4,1,0,0,50,39,<=50K
18,3,89478,10,4,12,3,4,0,0,0,20,39,<=50K
55,3,276229,9,6,12,1,4,0,0,0,38,39,<=50K
52,3,366232,5,0,2,4,4,0,0,0,40,5,<=50K
26,3,152035,9,4,0,3,4,0,0,0,40,39,<=50K
37,3,205339,10,4,13,1,4,1,0,0,40,39,>50K
39,3,75995,9,0,3,4,4,0,0,0,45,39,<=50K
62,5,192236,13,0,10,1,4,0,0,0,40,39,>50K
19,0,188618,10,4,8,3,4,0,0,0,25,39,<=50K
47,3,229737,9,2,2,0,4,1,0,0,45,39,>50K
51,2,199688,13,2,11,0,4,1,0,0,40,39,>50K
55,3,52953,9,0,7,4,4,0,0,0,40,39,<=50K
30,3,221043,9,2,2,0,4,1,0,0,35,39,<=50K
59,1,115389,10,2,2,0,4,1,0,0,36,39,<=50K
45,5,204205,6,2,2,0,4,1,0,0,65,39,<=50K
52,3,338816,10,2,3,0,4,1,15024,0,45,39,>50K
21,3,197387,9,4,5,3,4,1,0,0,20,39,<=50K
31,3,42485,9,2,6,0,4,1,0,0,55,39,<=50K
29,3,367706,10,4,0,3,2,1,0,0,40,39,<=50K
24,3,102493,9,2,5,0,4,1,0,0,40,39,<=50K
17,3,263746,6,4,7,3,4,1,0,0,24,39,<=50K
47,3,115358,9,0,6,1,2,0,0,0,40,39,<=50K
46,3,189680,10,2,12,0,4,1,0,0,50,39,>50K
32,0,282622,9,0,8,4,4,0,0,0,28,39,<=50K
34,3,127651,6,4,4,1,4,1,0,0,44,0,<=50K
63,3,230823,8,2,14,0,4,1,0,0,40,5,<=50K
21,3,300812,10,4,7,3,4,1,0,0,25,39,<=50K
18,3,174732,9,4,7,2,2,1,0,0,36,39,<=50K
49,6,183710,16,2,3,0,4,1,0,0,50,39,>50K
36,4,213008,12,2,3,0,4,1,0,0,40,39,>50K
47,3,357848,9,2,2,0,4,1,0,0,40,39,>50K
36,3,165799,14,2,12,0,4,1,0,0,50,39,>50K
39,5,188571,11,2,4,0,4,1,0,0,60,39,<=50K
46,3,97883,13,4,12,1,4,0,0,0,35,39,<=50K
43,2,105862,10,2,0,5,4,0,0,1902,40,39,>50K
39,2,57424,13,0,0,4,4,0,0,0,35,39,<=50K
29,3,151476,10,5,12,1,4,0,0,0,40,39,<=50K
23,3,129583,9,4,5,3,2,0,0,0,16,39,<=50K
57,3,180920,6,2,2,0,4,1,0,0,43,39,<=50K
38,5,182416,9,4,12,4,2,0,0,0,42,39,<=50K
25,3,251915,13,4,12,3,4,0,0,0,40,39,<=50K
39,2,187127,10,2,3,0,4,1,0,0,40,39,<=50K
24,3,69045,10,4,12,1,2,1,0,0,40,23,<=50K
56,3,192869,14,2,2,0,4,1,0,1977,44,39,>50K
39,3,74163,8,0,12,1,4,0,0,0,40,39,<=50K
23,3,60847,11,4,12,4,4,0,0,0,60,39,<=50K
17,0,213055,7,4,8,1,3,0,0,0,20,39,<=50K
67,5,116057,9,0,3,1,4,0,3273,0,16,39,<=50K
41,3,82393,13,4,0,1,1,1,0,0,50,39,<=50K
24,2,134181,13,4,10,3,4,0,0,0,50,39,<=50K
51,3,159910,13,0,3,1,2,1,10520,0,40,39,>50K
30,4,117570,9,0,7,1,4,0,0,0,60,39,<=50K
47,4,214169,9,2,4,0,4,1,15024,0,40,39,>50K
56,3,56331,9,4,6,1,4,1,0,0,32,39,<=50K
51,3,35576,9,0,2,1,4,1,0,0,38,39,<=50K
57,5,149168,10,2,3,0,4,1,0,0,55,39,<=50K
34,3,157165,10,0,7,4,4,0,0,0,40,39,<=50K
24,3,278130,13,4,10,1,4,1,0,0,40,39,<=50K
57,3,257200,9,2,6,0,4,1,0,0,40,39,<=50K
38,3,283122,9,2,6,0,4,1,0,0,40,39,>50K
23,3,580248,9,4,13,1,4,0,0,0,40,39,<=50K
35,3,230054,4,2,6,0,4,1,0,0,40,26,<=50K
58,3,519006,9,2,2,0,4,1,0,0,52,39,<=50K
19,0,37332,9,4,8,3,4,0,1055,0,12,39,<=50K
19,0,365871,4,4,8,1,4,1,0,0,40,26,<=50K
68,6,235882,16,2,10,0,4,1,0,2377,60,39,>50K
43,3,336513,10,2,3,0,4,1,0,1902,40,39,>50K
17,3,115551,7,4,7,3,4,0,0,0,20,39,<=50K
53,6,50048,16,2,10,0,4,1,7688,0,50,39,>50K
37,4,382802,16,2,10,0,2,1,0,0,99,39,>50K
21,0,180303,13,4,8,1,1,1,0,0,25,0,<=50K
63,3,106023,9,2,2,0,4,1,0,0,40,39,>50K
31,3,332379,10,3,14,4,4,1,0,0,50,39,<=50K
29,3,95465,9,2,7,0,4,1,0,0,40,39,<=50K
43,2,96102,10,2,11,0,4,1,0,1887,40,39,>50K
27,3,36440,15,4,10,1,4,0,0,0,65,39,>50K
25,5,209384,9,4,7,2,4,1,0,0,32,39,<=50K
28,3,50814,9,4,10,1,4,0,0,0,40,39,<=50K
54,3,143865,9,0,12,4,4,0,0,0,35,39,<=50K
74,0,104661,10,6,8,1,4,0,0,0,12,39,<=50K
31,2,50442,10,4,3,3,0,0,0,0,32,39,<=50K
23,3,236601,10,4,13,1,4,1,0,0,48,39,<=50K
19,3,100999,13,4,10,3,4,0,0,0,30,39,<=50K
61,5,32423,9,2,4,5,4,0,22040,0,40,39,<=50K
59,0,154236,9,2,8,5,4,0,7688,0,40,39,>50K
27,4,153546,11,2,7,5,4,0,0,0,36,39,>50K
19,3,182355,10,4,0,3,2,0,0,0,20,39,<=50K
23,0,191444,9,4,8,3,4,1,0,0,40,39,<=50K
25,2,44216,9,0,0,1,0,0,0,0,35,39,<=50K
40,3,97688,10,2,13,0,4,1,0,0,48,39,>50K
53,3,209022,7,0,7,1,4,0,0,0,37,39,<=50K
32,3,96016,13,4,10,1,4,1,0,0,45,39,<=50K
72,5,52138,16,2,10,0,4,1,0,2392,25,39,>50K
61,3,159046,4,2,14,0,4,1,0,0,40,39,<=50K
42,3,138634,9,2,12,0,4,1,0,0,40,39,<=50K
17,3,130125,6,4,7,3,0,0,1055,0,20,39,<=50K
73,3,247355,9,2,14,0,4,1,0,0,16,2,<=50K
41,5,227065,10,5,2,1,4,1,0,0,40,39,<=50K
23,3,244771,10,4,6,3,2,0,0,0,20,23,<=50K
23,3,215616,9,4,10,1,4,0,0,0,40,2,<=50K
65,3,386672,11,2,0,0,4,1,0,0,15,39,<=50K
45,4,177543,9,2,12,5,4,0,0,0,50,39,<=50K
52,1,617021,13,2,13,0,2,1,7688,0,40,39,>50K
24,2,117109,13,4,0,3,2,0,0,0,27,39,<=50K
23,3,373550,11,2,2,0,4,1,0,0,40,39,<=50K
30,3,19847,10,0,13,3,4,0,0,0,40,39,<=50K
26,3,189590,13,4,3,1,4,1,0,0,40,39,<=50K
37,5,58343,9,0,4,4,4,1,0,0,56,39,<=50K
17,3,354201,9,4,7,3,4,1,0,0,40,39,<=50K
31,3,119422,9,2,12,0,4,1,0,0,40,39,<=50K
52,3,363405,9,5,0,2,4,0,0,0,40,39,<=50K
63,3,181863,13,4,12,1,4,1,0,0,27,39,<=50K
27,3,194472,9,4,9,1,4,0,0,0,60,39,<=50K
31,3,247328,5,2,6,0,4,1,3137,0,40,26,<=50K
71,5,130731,9,6,0,1,4,0,0,0,35,39,<=50K
35,3,236910,13,2,3,0,4,1,0,0,60,39,<=50K
44,3,378251,9,2,0,5,4,0,0,0,38,39,<=50K
36,3,120760,14,2,10,0,1,1,0,0,40,3,<=50K
22,3,203182,13,4,3,2,4,0,0,0,20,39,<=50K
32,3,130304,9,2,10,0,4,1,0,1485,48,39,<=50K
30,2,352542,13,0,10,4,4,0,0,0,40,39,<=50K
60,0,191024,9,2,8,0,4,1,0,0,40,39,<=50K
25,3,197728,10,4,0,3,4,0,0,0,40,39,<=50K
41,3,89226,9,0,2,1,4,1,0,0,40,39,<=50K
26,3,292353,4,2,6,0,3,1,0,0,40,39,<=50K
45,3,304570,8,2,6,0,1,1,0,0,40,0,<=50K
32,3,180296,10,0,0,4,4,0,0,0,40,39,<=50K
22,3,361487,9,4,2,1,4,1,0,0,40,39,<=50K
39,3,218490,13,2,12,0,4,1,0,1848,40,39,>50K
63,5,231777,13,4,14,1,4,1,0,0,40,39,<=50K
23,3,189832,12,4,14,4,4,0,0,0,40,39,<=50K
61,3,232308,6,2,6,0,4,1,0,0,40,39,<=50K
31,6,33308,11,2,2,0,4,1,0,0,40,39,<=50K
25,3,333677,5,2,6,0,4,1,0,0,45,39,<=50K
33,3,170651,9,4,7,3,4,0,1055,0,40,39,<=50K
39,3,343403,9,2,12,5,4,0,0,0,36,39,<=50K
